﻿Date;Champ;Nomenclature;Code NAF;Libellé NAF;Type de données;Nombre d'emplois vacants;Taux d'emplois vacants (en %)
2022-T1;Ensemble;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;15719;1.96
2022-T1;Ensemble;A21;M;Activités spécialisées, scientifiques et techniques (section M de la Naf);Brutes;60483;3.81
2022-T1;Ensemble;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;43898;3.0
2022-T2;Ensemble;A21;B;Industries extractives (section B de la Naf);Brutes;412;1.92
2022-T2;Ensemble;A21;J;Information et communication (section J de la Naf);Brutes;43417;4.43
2022-T2;Ensemble;A21;L;Activités immobilières (section L de la Naf);Brutes;11807;3.97
2022-T2;Ensemble;A21;M;Activités spécialisées, scientifiques et techniques (section M de la Naf);Brutes;59857;3.74
2022-T2;Ensemble;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;76070;3.77
2022-T2;Ensemble;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;15563;4.3
2022-T3;Ensemble;A21;H;Transports et entreposage (section H de la Naf);Brutes;35625;2.39
2022-T3;Ensemble;A21;J;Information et communication (section J de la Naf);Brutes;37507;3.81
2022-T3;Ensemble;A21;P;Enseignement (section P de la Naf);Brutes;9767;2.51
2022-T3;Ensemble;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;15800;4.46
2022-T4;Ensemble;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;18760;2.29
2022-T4;Ensemble;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;13072;3.79
2022-T4;Ensemble;A21;S;Autres activités de services (section S de la Naf);Brutes;19949;3.74
2023-T1;Ensemble;A21;I;Hébergement et restauration (section I de la Naf);Brutes;77466;5.74
2023-T1;Ensemble;A21;J;Information et communication (section J de la Naf);Brutes;40243;4.0
2023-T1;Ensemble;A21;P;Enseignement (section P de la Naf);Brutes;10377;2.48
2023-T1;Ensemble;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;73650;3.64
2023-T1;Ensemble;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;15316;4.23
2023-T1;Ensemble;A21;S;Autres activités de services (section S de la Naf);Brutes;19971;3.73
2023-T2;Ensemble;A21;B;Industries extractives (section B de la Naf);Brutes;166;0.79
2023-T2;Ensemble;A21;C;Industrie manufacturière (section C de la Naf);Brutes;76958;2.68
2023-T2;Ensemble;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;1077;0.6
2023-T2;Ensemble;A21;F;Construction (section F de la Naf);Brutes;70533;4.08
2023-T2;Ensemble;A21;H;Transports et entreposage (section H de la Naf);Brutes;31380;2.08
2023-T2;Ensemble;A21;P;Enseignement (section P de la Naf);Brutes;11888;2.89
2023-T2;Ensemble;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;72224;3.55
2023-T3;Ensemble;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;1075;0.6
2023-T3;Ensemble;A21;I;Hébergement et restauration (section I de la Naf);Brutes;56319;4.02
2023-T3;Ensemble;A21;J;Information et communication (section J de la Naf);Brutes;34338;3.45
2023-T3;Ensemble;A21;M;Activités spécialisées, scientifiques et techniques (section M de la Naf);Brutes;51270;3.11
2023-T3;Ensemble;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;29811;1.99
2023-T4;Ensemble;A21;C;Industrie manufacturière (section C de la Naf);Brutes;70253;2.44
2023-T4;Ensemble;A21;G;"Commerce ; réparation d'automobiles et de motocycles (section G de la Naf)";Brutes;90684;2.61
2023-T4;Ensemble;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;18037;2.18
2023-T4;Ensemble;A21;L;Activités immobilières (section L de la Naf);Brutes;13313;4.55
2023-T4;Ensemble;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;75234;3.66
2023-T4;Ensemble;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;14602;4.15
2024-T1;Ensemble;A21;C;Industrie manufacturière (section C de la Naf);Brutes;70183;2.44
2024-T1;Ensemble;A21;E;"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution (section E de la Naf)";Brutes;2813;1.66
2024-T1;Ensemble;A21;H;Transports et entreposage (section H de la Naf);Brutes;26356;1.75
2024-T1;Ensemble;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;19429;2.34
2024-T1;Ensemble;A21;L;Activités immobilières (section L de la Naf);Brutes;9437;3.31
2024-T1;Ensemble;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;69707;3.38
2024-T1;Ensemble;A21;R;Arts, spectacles et activités récréatives (section R de la Naf);Brutes;13096;3.52
2024-T2;Ensemble;A21;C;Industrie manufacturière (section C de la Naf);Brutes;63535;2.21
2024-T2;Ensemble;A21;I;Hébergement et restauration (section I de la Naf);Brutes;70019;4.65
2024-T2;Ensemble;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;15903;1.92
2024-T2;Ensemble;A21;L;Activités immobilières (section L de la Naf);Brutes;8079;2.87
2024-T3;Ensemble;A21;C;Industrie manufacturière (section C de la Naf);Brutes;54034;1.89
2024-T3;Ensemble;A21;P;Enseignement (section P de la Naf);Brutes;6743;1.7
2024-T3;Ensemble;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;66608;3.22
2024-T4;Ensemble;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;1018;0.54
2024-T4;Ensemble;A21;G;"Commerce ; réparation d'automobiles et de motocycles (section G de la Naf)";Brutes;70185;2.03
2024-T4;Ensemble;A21;J;Information et communication (section J de la Naf);Brutes;28007;2.9
2024-T4;Ensemble;A21;L;Activités immobilières (section L de la Naf);Brutes;6666;2.4
2024-T4;Ensemble;A21;N;Activités de services administratifs et de soutien (section N de la Naf);Brutes;29833;1.98
2024-T4;Ensemble;A21;P;Enseignement (section P de la Naf);Brutes;5945;1.45
2024-T4;Ensemble;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;61928;2.97
2024-T4;Ensemble;A21;S;Autres activités de services (section S de la Naf);Brutes;24520;4.56
2025-T1;Ensemble;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;1262;0.67
2025-T1;Ensemble;A21;S;Autres activités de services (section S de la Naf);Brutes;18867;3.56
2025-T2;Ensemble;A21;C;Industrie manufacturière (section C de la Naf);Brutes;60073;2.1
2025-T2;Ensemble;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;14032;1.69
2025-T2;Ensemble;A21;L;Activités immobilières (section L de la Naf);Brutes;7622;2.75
2025-T2;Ensemble;A21;P;Enseignement (section P de la Naf);Brutes;10502;2.55
2025-T2;Ensemble;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;68705;3.26
2025-T3;Ensemble;A21;D;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné (section D de la Naf);Brutes;841;0.45
2025-T3;Ensemble;A21;F;Construction (section F de la Naf);Brutes;41675;2.53
2025-T3;Ensemble;A21;I;Hébergement et restauration (section I de la Naf);Brutes;60923;4.21
2025-T3;Ensemble;A21;L;Activités immobilières (section L de la Naf);Brutes;6205;2.26
2025-T3;Ensemble;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;56609;2.72
2025-T4;Ensemble;A21;C;Industrie manufacturière (section C de la Naf);Brutes;59885;2.1
2025-T4;Ensemble;A21;G;"Commerce ; réparation d'automobiles et de motocycles (section G de la Naf)";Brutes;62977;1.84
2025-T4;Ensemble;A21;K;Activités financières et d'assurance (section K de la Naf);Brutes;13138;1.57
2025-T4;Ensemble;A21;L;Activités immobilières (section L de la Naf);Brutes;9507;3.42
2025-T4;Ensemble;A21;M;Activités spécialisées, scientifiques et techniques (section M de la Naf);Brutes;39688;2.42
2025-T4;Ensemble;A21;P;Enseignement (section P de la Naf);Brutes;7291;1.8
2025-T4;Ensemble;A21;Q;Santé humaine et action sociale (section Q de la Naf);Brutes;59149;2.83
2025-T4;Ensemble;A21;S;Autres activités de services (section S de la Naf);Brutes;14970;2.85
2003-T2;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;9735;0.28
2003-T3;Plus de 10 salariés;A4;Construction;Construction;Brutes;9050;1.04
2003-T3;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;8581;0.25
2003-T3;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;15376;1.08
2003-T4;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;8924;0.26
2003-T4;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;14121;0.97
2004-T1;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;8159;0.24
2004-T1;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;26199;0.34
2004-T1;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;15714;1.07
2004-T2;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;9178;0.27
2004-T2;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;25752;0.33
2004-T3;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;24293;0.31
2004-T4;Plus de 10 salariés;A4;Construction;Construction;Brutes;10691;1.19
2005-T1;Plus de 10 salariés;A4;Construction;Construction;Brutes;11255;1.25
2005-T1;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;9594;0.29
2005-T1;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;12712;0.84
2005-T2;Plus de 10 salariés;A4;Construction;Construction;Brutes;11750;1.27
2005-T3;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;10107;0.31
2005-T4;Plus de 10 salariés;A4;Construction;Construction;Brutes;13566;1.44
2005-T4;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;31556;0.4
2005-T4;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;11611;0.76
2006-T1;Plus de 10 salariés;A4;Construction;Construction;Brutes;13306;1.4
2006-T2;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;12817;0.39
2006-T2;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;36840;0.46
2006-T2;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;14665;0.94
2006-T3;Plus de 10 salariés;A4;Construction;Construction;Brutes;14265;1.45
2006-T3;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;39483;0.49
2007-T1;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;13268;0.83
2007-T3;Plus de 10 salariés;A4;Construction;Construction;Brutes;15017;1.45
2007-T3;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;15988;0.49
2008-T1;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;16769;1.01
2008-T2;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;15636;0.49
2008-T2;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;44297;0.53
2008-T2;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;17865;1.07
2008-T3;Plus de 10 salariés;A4;Construction;Construction;Brutes;8134;0.77
2008-T4;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;8329;0.27
2008-T4;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;15853;0.94
2009-T1;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;6101;0.2
2009-T2;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;25429;0.31
2009-T2;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;16032;0.94
2009-T3;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;5274;0.18
2009-T4;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;15628;0.9
2010-T1;Plus de 10 salariés;A4;Construction;Construction;Brutes;3032;0.3
2010-T1;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;29068;0.36
2010-T2;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;30345;0.37
2010-T2;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;17991;1.02
2011-T1;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;21399;1.2
2011-T2;Ensemble;A4;Construction;Construction;Brutes;16951;1.07
2011-T2;Ensemble;A4;Industrie;Industrie;Brutes;23751;0.74
2011-T2;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;126476;1.19
2011-T2;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;21671;1.21
2011-T2;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;25395;1.28
2011-T3;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;24820;1.26
2011-T4;Plus de 10 salariés;A4;Construction;Construction;Brutes;5061;0.5
2011-T4;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;18640;1.04
2012-T1;Plus de 10 salariés;A4;Construction;Construction;Brutes;5079;0.5
2012-T1;Ensemble;A4;Industrie;Industrie;Brutes;21292;0.67
2012-T2;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;49223;0.59
2012-T3;Plus de 10 salariés;A4;Construction;Construction;Brutes;4146;0.41
2012-T3;Ensemble;A4;Construction;Construction;Brutes;15627;1.01
2012-T4;Plus de 10 salariés;A4;Construction;Construction;Brutes;4892;0.49
2012-T4;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;13693;0.47
2012-T4;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;50799;0.62
2012-T4;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;17312;0.95
2012-T4;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;22309;1.1
2013-T1;Ensemble;A4;Construction;Construction;Brutes;15941;1.04
2013-T1;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;21751;1.07
2013-T2;Plus de 10 salariés;A4;Construction;Construction;Brutes;4621;0.47
2013-T2;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;47654;0.57
2013-T2;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;19304;1.04
2013-T2;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;23641;1.16
2013-T3;Ensemble;A4;Construction;Construction;Brutes;13286;0.87
2013-T3;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;43726;0.53
2013-T4;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;18121;0.97
2014-T2;Ensemble;A4;Construction;Construction;Brutes;11683;0.78
2014-T2;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;14729;0.51
2014-T2;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;54243;0.65
2014-T2;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;23084;1.23
2014-T3;Plus de 10 salariés;A4;Construction;Construction;Brutes;3023;0.32
2014-T3;Ensemble;A4;Construction;Construction;Brutes;9566;0.65
2014-T3;Ensemble;A4;Industrie;Industrie;Brutes;19152;0.61
2014-T3;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;18884;1.02
2014-T4;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;14529;0.51
2014-T4;Ensemble;A4;Industrie;Industrie;Brutes;20336;0.65
2015-T1;Plus de 10 salariés;A4;Construction;Construction;Brutes;2952;0.32
2015-T1;Ensemble;A4;Industrie;Industrie;Brutes;20346;0.66
2015-T1;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;120307;1.15
2015-T1;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;19944;0.95
2015-T2;Ensemble;A4;Industrie;Industrie;Brutes;20961;0.67
2015-T3;Plus de 10 salariés;A4;Construction;Construction;Brutes;3475;0.38
2015-T3;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;52586;0.63
2015-T3;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;124214;1.16
2015-T4;Ensemble;A4;Construction;Construction;Brutes;12871;0.9
2015-T4;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;16728;0.6
2015-T4;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;71711;0.86
2016-T1;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;26611;1.25
2016-T2;Plus de 10 salariés;A4;Construction;Construction;Brutes;4885;0.53
2016-T2;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;151319;1.39
2016-T3;Plus de 10 salariés;A4;Construction;Construction;Brutes;4294;0.47
2016-T3;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;32955;1.55
2016-T4;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;21459;0.77
2016-T4;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;200689;1.85
2016-T4;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;27102;1.39
2017-T1;Plus de 10 salariés;A4;Construction;Construction;Brutes;6840;0.74
2017-T1;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;203556;1.87
2017-T2;Ensemble;A4;Construction;Construction;Brutes;26476;1.81
2017-T2;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;221119;1.98
2017-T2;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;31241;1.58
2017-T3;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;29562;1.52
2017-T3;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;35638;1.66
2017-T4;Ensemble;A4;Construction;Construction;Brutes;33280;2.27
2017-T4;Ensemble;A4;Industrie;Industrie;Brutes;39824;1.29
2017-T4;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;30362;1.54
2017-T4;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;39337;1.81
2018-T1;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;105485;1.23
2018-T1;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;219413;1.99
2018-T1;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;35937;1.65
2018-T2;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;30706;1.09
2018-T2;Ensemble;A4;Industrie;Industrie;Brutes;41311;1.33
2018-T3;Ensemble;A4;Industrie;Industrie;Brutes;39504;1.27
2018-T3;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;195019;1.75
2018-T4;Ensemble;A4;Construction;Construction;Brutes;40051;2.66
2018-T4;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;32234;1.14
2018-T4;Ensemble;A4;Industrie;Industrie;Brutes;46324;1.49
2018-T4;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;32095;1.61
2018-T4;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;39799;1.81
2019-T1;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;31961;1.13
2019-T1;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;33664;1.68
2019-T1;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;41305;1.87
2019-T2;Plus de 10 salariés;A4;Construction;Construction;Brutes;15052;1.5
2019-T2;Ensemble;A4;Construction;Construction;Brutes;44267;2.83
2019-T2;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;256938;2.22
2019-T2;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;47053;2.12
2019-T3;Plus de 10 salariés;A4;Construction;Construction;Brutes;14525;1.44
2019-T3;Ensemble;A4;Construction;Construction;Brutes;40895;2.6
2019-T3;Ensemble;A4;Industrie;Industrie;Brutes;43227;1.38
2019-T3;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;39721;1.81
2019-T4;Ensemble;A4;Industrie;Industrie;Brutes;47886;1.53
2019-T4;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;38516;1.9
2020-T1;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;;
2020-T2;Ensemble;A4;Construction;Construction;Brutes;45941;2.87
2020-T2;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;25482;0.9
2020-T2;Ensemble;A4;Industrie;Industrie;Brutes;36153;1.16
2020-T3;Ensemble;A4;Construction;Construction;Brutes;43585;2.69
2020-T3;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;104763;1.18
2020-T3;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;206961;1.82
2020-T4;Plus de 10 salariés;A4;Construction;Construction;Brutes;17085;1.64
2020-T4;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;52699;2.3
2021-T1;Plus de 10 salariés;A4;Construction;Construction;Brutes;17921;1.68
2021-T1;Ensemble;A4;Construction;Construction;Brutes;51159;3.07
2021-T1;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;253628;2.23
2021-T1;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;55231;2.38
2021-T2;Plus de 10 salariés;A4;Construction;Construction;Brutes;21317;1.97
2021-T2;Ensemble;A4;Construction;Construction;Brutes;60079;3.55
2021-T2;Ensemble;A4;Industrie;Industrie;Brutes;58878;1.87
2021-T2;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;314007;2.64
2021-T3;Ensemble;A4;Construction;Construction;Brutes;54435;3.21
2021-T4;Ensemble;A4;Construction;Construction;Brutes;67295;3.96
2021-T4;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;66653;3.1
2022-T1;Plus de 10 salariés;A4;Construction;Construction;Brutes;26120;2.37
2022-T1;Ensemble;A4;Construction;Construction;Brutes;65437;3.81
2022-T1;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;57559;2.0
2022-T1;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;231023;2.44
2022-T2;Ensemble;A4;Construction;Construction;Brutes;68786;3.98
2022-T2;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;64903;2.24
2022-T2;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;73878;3.38
2022-T2;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;89007;3.68
2022-T3;Plus de 10 salariés;A4;Construction;Construction;Brutes;27067;2.45
2022-T3;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;219350;2.28
2022-T3;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;403740;3.26
2022-T3;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;65035;3.02
2022-T4;Ensemble;A4;Construction;Construction;Brutes;74339;4.32
2022-T4;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;92831;3.81
2023-T1;Ensemble;A4;Industrie;Industrie;Brutes;81839;2.54
2023-T1;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;220475;2.29
2023-T1;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;415848;3.35
2023-T1;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;84028;3.44
2023-T2;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;425885;3.35
2023-T3;Plus de 10 salariés;A4;Construction;Construction;Brutes;26924;2.45
2023-T4;Ensemble;A4;Construction;Construction;Brutes;69254;4.07
2023-T4;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;56701;1.93
2024-T1;Plus de 10 salariés;A4;Construction;Construction;Brutes;24223;2.22
2024-T1;Ensemble;A4;Industrie;Industrie;Brutes;74363;2.29
2024-T1;Ensemble;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;80334;3.23
2024-T2;Ensemble;A4;Industrie;Industrie;Brutes;68013;2.09
2024-T2;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;352212;2.78
2024-T2;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;69891;3.1
2024-T3;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;63617;2.85
2024-T4;Plus de 10 salariés;A4;Construction;Construction;Brutes;21581;2.03
2025-T1;Ensemble;A4;Industrie;Industrie;Brutes;60675;1.88
2025-T1;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;179060;1.85
2025-T2;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;46971;1.6
2025-T2;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;179081;1.82
2025-T2;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;314045;2.48
2025-T3;Plus de 10 salariés;A4;Construction;Construction;Brutes;17052;1.61
2025-T3;Plus de 10 salariés;A4;Industrie;Industrie;Brutes;44140;1.51
2025-T3;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;147947;1.53
2025-T3;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;54554;2.43
2025-T4;Ensemble;A4;Industrie;Industrie;Brutes;63967;1.98
2025-T4;Plus de 10 salariés;A4;Tertiaire marchand;Tertiaire marchand;Brutes;153689;1.59
2025-T4;Ensemble;A4;Tertiaire marchand;Tertiaire marchand;Brutes;287143;2.31
2025-T4;Plus de 10 salariés;A4;Tertiaire non-marchand;Tertiaire non marchand;Brutes;58057;2.57
2003-T2;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;59132;0.44
2004-T3;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;56362;0.42
2005-T2;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;62619;0.46
2005-T4;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;68203;0.5
2006-T4;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;78278;0.57
2007-T1;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;85876;0.62
2007-T2;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;89507;0.64
2008-T3;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;77785;0.55
2008-T4;Plus de 10 salariés;A1 - Ensemble;BTS;Ensemble des secteurs (sections B à S de la Naf sauf administration publique);Brutes;58558;0.42
